time,gFx,gFy,gFz,TgF
0.001000,0.1826,0.7456,0.5891,0.968
0.002000,0.2331,0.7493,0.5871,0.980
0.005000,0.2707,0.7513,0.6096,1.005
0.009000,0.3074,0.7427,0.6442,1.030
0.014000,0.3357,0.7386,0.6821,1.060
0.019000,0.3420,0.7351,0.7211,1.085
0.030000,0.3828,0.6536,0.6491,0.998
0.030000,0.3896,0.6521,0.6538,1.002
0.035000,0.3164,0.6912,0.6980,1.032
0.054000,0.2419,0.7151,0.6916,1.024
0.055000,0.1843,0.7369,0.6743,1.016
0.055000,0.1555,0.7361,0.6633,1.003
0.056000,0.1237,0.7115,0.6665,0.983
0.062000,0.0852,0.7012,0.6752,0.977
0.063000,0.0427,0.6924,0.6599,0.957
0.068000,0.0293,0.6905,0.5830,0.904
0.073000,0.0046,0.6792,0.5302,0.862
0.078000,-0.0145,0.6783,0.5117,0.850
0.083000,-0.0254,0.6783,0.5021,0.844
0.087000,-0.0240,0.6831,0.5136,0.855
0.092000,-0.0208,0.6756,0.5261,0.856
0.097000,-0.0079,0.6717,0.5322,0.857
0.102000,-0.0052,0.6748,0.5436,0.867
0.108000,-0.0013,0.6758,0.5546,0.874
0.112000,-0.0022,0.6753,0.5659,0.881
0.118000,-0.0025,0.6724,0.5812,0.889
0.123000,-0.0149,0.6614,0.6030,0.895
0.137000,-0.0403,0.6470,0.6210,0.898
0.138000,-0.0347,0.6287,0.6103,0.877
0.138000,0.0185,0.6057,0.5358,0.809
0.144000,-0.0948,0.6267,0.6491,0.907
0.147000,-0.1810,0.6433,0.7065,0.973
0.151000,-0.1788,0.6277,0.6877,0.948
0.173000,-0.1368,0.6050,0.6611,0.907
0.174000,-0.0716,0.6045,0.6511,0.891
0.174000,-0.0093,0.6231,0.6433,0.896
0.174000,0.0603,0.6634,0.6005,0.897
0.180000,0.0578,0.6533,0.6315,0.911
0.180000,0.0835,0.6460,0.6584,0.926
0.185000,0.1257,0.6529,0.6845,0.954
0.190000,0.1596,0.6602,0.7094,0.982
0.195000,0.1609,0.6499,0.7251,0.987
0.200000,0.1462,0.6287,0.7426,0.984
0.205000,0.1264,0.5979,0.7783,0.990
0.209000,0.1176,0.5820,0.8391,1.028
0.214000,0.1128,0.5830,0.8867,1.067
0.219000,0.0988,0.5947,0.9031,1.086
0.232000,0.0573,0.5877,0.9192,1.092
0.232000,0.0080,0.5889,0.9404,1.110
0.233000,-0.0123,0.5901,0.9253,1.097
0.238000,0.0073,0.5987,0.8652,1.052
0.244000,0.0324,0.6179,0.8139,1.022
0.248000,0.0595,0.6438,0.7595,0.997
0.253000,0.1279,0.6751,0.7026,0.983
0.272000,0.1958,0.7200,0.6894,1.016
0.273000,0.2160,0.7271,0.7085,1.038
0.273000,0.2605,0.7285,0.6984,1.042
0.273000,0.2815,0.7393,0.7099,1.063
0.279000,0.2544,0.7459,0.7248,1.071
0.283000,0.2090,0.7430,0.7378,1.068
0.287000,0.1303,0.7220,0.7334,1.037
0.292000,0.0300,0.7012,0.7363,1.017
0.297000,0.0065,0.6724,0.7004,0.971
0.302000,-0.1006,0.6792,0.6003,0.912
0.307000,-0.2782,0.7351,0.5568,0.963
0.312000,-0.5785,0.7386,0.4728,1.051
0.316000,-0.5646,0.7740,0.4015,1.039
0.321000,-0.3958,0.7432,0.3893,0.928
0.327000,-0.2137,0.7403,0.3859,0.862
0.331000,-0.0296,0.7864,0.5077,0.937
0.336000,0.1872,0.8553,0.6113,1.068
0.351000,0.3599,0.9244,0.7312,1.232
0.351000,0.4709,0.9822,0.8266,1.367
0.352000,0.4915,1.0286,0.9338,1.474
0.358000,0.4094,1.0696,1.0430,1.549
0.362000,0.2434,1.1470,1.1939,1.673
0.369000,0.0815,1.2157,1.2988,1.781
0.370000,-0.0958,1.2826,1.3718,1.880
0.385000,-0.2752,1.3766,1.3828,1.971
0.386000,-0.4112,1.5218,1.2820,2.032
0.386000,-0.4452,1.7040,1.1291,2.092
0.393000,-0.2818,1.8822,0.9280,2.117
0.395000,-0.0179,2.0798,0.8640,2.252
0.400000,0.3118,2.2690,0.9529,2.481
0.404000,0.6782,2.4145,1.1565,2.762
0.409000,0.9874,2.5259,1.3870,3.046
0.414000,1.1983,2.6313,1.6126,3.311
0.419000,1.4117,2.6890,1.7896,3.525
0.424000,1.5431,2.7085,1.8966,3.649
0.429000,1.5765,2.6977,1.9334,3.674
0.434000,1.5345,2.6582,1.9014,3.611
0.438000,1.4234,2.5871,1.7830,3.449
0.449000,1.2430,2.4919,1.5965,3.210
0.449000,0.9915,2.3999,1.3946,2.947
0.453000,0.7437,2.3044,1.1882,2.697
0.458000,0.5010,2.1794,1.0850,2.486
0.463000,0.1975,2.0307,1.0798,2.308
0.468000,-0.0748,1.8737,1.1096,2.179
0.473000,-0.4207,1.7252,1.1707,2.127
0.490000,-0.7013,1.5724,1.1794,2.087
0.491000,-0.9032,1.4100,1.1331,2.022
0.492000,-1.0795,1.2625,1.0029,1.940
0.493000,-1.2370,1.1180,0.7197,1.816
0.498000,-1.3547,0.9869,0.3468,1.712
0.502000,-1.4208,0.8355,-0.0450,1.649
0.508000,-1.3930,0.7041,-0.3083,1.591
0.512000,-1.2636,0.6067,-0.4325,1.467
0.517000,-1.0443,0.4944,-0.5158,1.265
0.522000,-0.7951,0.3318,-0.6640,1.088
0.526000,-0.5130,0.1379,-0.8867,1.034
0.531000,-0.2325,-0.1158,-1.1589,1.188
0.536000,-0.0086,-0.4693,-1.4207,1.496
0.549000,0.0559,-0.8563,-1.5169,1.743
0.550000,-0.0801,-1.1777,-1.3872,1.821
0.551000,-0.2928,-1.4594,-1.0857,1.842
0.556000,-0.4454,-1.7263,-0.7160,1.921
0.562000,-0.4588,-2.0085,-0.3842,2.096
0.565000,-0.4071,-2.3181,-0.1124,2.356
0.570000,-0.3490,-2.5977,0.0990,2.623
0.583000,-0.2984,-2.8143,0.2655,2.843
0.584000,-0.1983,-2.9637,0.3681,2.993
0.585000,-0.0210,-3.0668,0.3813,3.090
0.590000,0.0952,-3.1652,0.2733,3.178
0.595000,0.3152,-3.3349,0.0858,3.351
0.600000,0.4858,-3.5500,-0.0734,3.584
0.604000,0.6150,-3.7245,-0.1476,3.778
0.609000,0.7901,-3.8510,-0.2023,3.936
0.614000,1.0638,-3.9401,-0.2103,4.087
0.619000,1.4508,-3.9726,-0.1915,4.234
0.624000,1.8964,-3.9304,-0.1850,4.368
0.629000,2.3205,-3.8483,-0.2252,4.499
0.634000,2.5935,-3.7248,-0.3075,4.549
0.638000,2.6897,-3.5868,-0.3722,4.499
0.644000,2.6499,-3.5121,-0.3583,4.414
0.649000,2.4714,-3.5136,-0.2660,4.304
0.654000,2.1930,-3.5509,-0.1134,4.175
0.672000,1.8815,-3.6322,0.0214,4.091
0.674000,1.5787,-3.7582,0.1264,4.078
0.675000,1.2935,-3.8845,0.2050,4.099
0.675000,1.0670,-3.9868,0.2311,4.134
0.680000,0.9549,-4.0666,0.2243,4.183
0.684000,0.9441,-4.1365,0.1815,4.247
0.690000,1.0228,-4.1972,0.0822,4.321
0.706000,1.1732,-4.2392,-0.0797,4.399
0.707000,1.3839,-4.2580,-0.2826,4.486
0.708000,1.6195,-4.2805,-0.4816,4.602
0.709000,1.8798,-4.3130,-0.6327,4.747
0.711000,2.1169,-4.3679,-0.7358,4.909
0.717000,2.3359,-4.4448,-0.8154,5.087
0.722000,2.5403,-4.4924,-0.8151,5.225
0.730000,2.3532,-4.6228,-0.7783,5.245
0.731000,2.2717,-4.7259,-0.7248,5.293
0.736000,2.7541,-4.7923,-0.7910,5.584
0.741000,2.9751,-4.7386,-0.9184,5.670
0.746000,3.1265,-4.6558,-1.1284,5.721
0.751000,3.3289,-4.6670,-1.3775,5.896
0.755000,3.5924,-4.7093,-1.5906,6.133
0.760000,3.8514,-4.7530,-1.7610,6.366
0.765000,4.0763,-4.8748,-1.8746,6.625
0.770000,4.2787,-5.0657,-1.9385,6.908
0.782000,4.4110,-5.2603,-1.9444,7.135
0.783000,4.4591,-5.3497,-1.8621,7.209
0.784000,4.4657,-5.5560,-1.7635,7.343
0.789000,4.5754,-5.7829,-1.6094,7.548
0.795000,4.7297,-5.9301,-1.3748,7.709
0.799000,4.9170,-5.9765,-1.1174,7.819
0.804000,5.1619,-5.9777,-0.9250,7.952
0.814000,5.4199,-5.9330,-0.8129,8.077
0.815000,5.6412,-5.8253,-0.7646,8.145
0.819000,5.8304,-5.7123,-0.7856,8.200
0.825000,5.9747,-5.5924,-0.8754,8.230
0.829000,5.9881,-5.3863,-0.9580,8.111
0.833000,5.8885,-5.0601,-0.9819,7.826
0.838000,5.7806,-4.7168,-0.9934,7.527
0.844000,5.6973,-4.4119,-0.9831,7.273
0.849000,5.5635,-4.0842,-0.9262,6.964
0.853000,5.4602,-3.7766,-0.9563,6.708
0.859000,5.3552,-3.5307,-1.1079,6.509
0.863000,5.2449,-3.3466,-1.2744,6.351
0.868000,5.1225,-3.1637,-1.3716,6.175
0.872000,4.9543,-2.9676,-1.3516,5.931
0.878000,4.7365,-2.7779,-1.2478,5.631
0.883000,4.5143,-2.6187,-1.1370,5.341
0.887000,4.3288,-2.4703,-1.0847,5.101
0.897000,4.1561,-2.3015,-1.0935,4.875
0.898000,3.9974,-2.0925,-1.1106,4.647
0.902000,3.8563,-1.8640,-1.1072,4.424
0.907000,3.7730,-1.6416,-1.0754,4.253
0.927000,3.7144,-1.4265,-1.0044,4.104
0.928000,3.6773,-1.2008,-0.9131,3.975
0.929000,3.6551,-0.9884,-0.8378,3.878
0.930000,3.6065,-0.8265,-0.7876,3.783
0.932000,3.5230,-0.7213,-0.7414,3.672
0.936000,3.4051,-0.6588,-0.6909,3.536
0.942000,3.1714,-0.5699,-0.5954,3.277
0.946000,2.8413,-0.4735,-0.4577,2.917
0.951000,2.4763,-0.3848,-0.2934,2.523
0.956000,2.1615,-0.2996,-0.1212,2.186
0.961000,1.9838,-0.2547,0.0827,2.002
0.966000,1.9157,-0.2076,0.3820,1.964
0.971000,1.8939,-0.1045,0.7587,2.043
0.983000,1.9142,0.0344,1.1304,2.223
0.984000,1.9589,0.1599,1.3450,2.382
0.985000,1.9955,0.2341,1.3154,2.402
0.990000,2.0024,0.2952,1.0832,2.296
1.011000,1.9865,0.3936,0.7426,2.157
1.012000,1.9701,0.4917,0.3876,2.067
1.013000,1.9369,0.5598,0.0866,2.018
1.013000,1.8817,0.5816,-0.0597,1.970
1.015000,1.8178,0.6126,0.0328,1.918
1.019000,1.7858,0.6543,0.3769,1.939
1.024000,1.7782,0.7063,0.8777,2.105
1.029000,1.7499,0.7630,1.4200,2.379
1.034000,1.6849,0.8250,1.8951,2.667
1.038000,1.6510,0.8951,2.2320,2.917
1.044000,1.6825,0.9803,2.4093,3.098
1.049000,1.7765,1.1097,2.4293,3.208
1.053000,1.9027,1.3016,2.3409,3.286
1.060000,2.0590,1.5480,2.2250,3.404
1.063000,2.4140,1.7648,2.1742,3.697
1.068000,2.9216,1.9137,2.2560,4.158
1.073000,3.4832,2.0121,2.3080,4.638
1.078000,3.7872,2.1454,2.2079,4.881
1.083000,3.9425,2.1979,1.8909,4.894
1.088000,3.9466,2.0759,1.6963,4.771
1.099000,3.7633,1.8261,1.6944,4.513
1.100000,3.4161,1.5082,1.7471,4.123
1.103000,2.9724,1.1790,1.7215,3.632
1.107000,2.5329,0.8321,1.5835,3.101
1.129000,2.1493,0.5171,1.4165,2.626
1.130000,1.8419,0.2815,1.2659,2.253
1.130000,1.6400,0.1167,1.1497,2.006
1.131000,1.5287,-0.0188,1.0801,1.872
1.131000,1.5177,-0.1277,1.0632,1.857
1.136000,1.5353,-0.2186,1.0737,1.886
1.141000,1.5524,-0.2816,1.1028,1.925
1.148000,1.5729,-0.3524,1.1321,1.970
1.151000,1.6002,-0.4210,1.1523,2.016
1.156000,1.6495,-0.4964,1.1338,2.062
1.161000,1.7328,-0.5914,1.0557,2.113
1.166000,1.8288,-0.6981,0.9453,2.174
1.170000,1.9550,-0.8175,0.7946,2.263
1.175000,2.1225,-0.9589,0.6716,2.424
1.180000,2.2927,-1.0712,0.5778,2.596
1.185000,2.4690,-1.1337,0.4894,2.761
1.190000,2.6638,-1.1935,0.3696,2.942
1.195000,2.8472,-1.3022,0.2516,3.141
1.200000,2.9978,-1.4709,0.1752,3.344
1.204000,3.1114,-1.6587,0.1403,3.529
1.214000,3.2159,-1.8254,0.1449,3.701
1.216000,3.3743,-1.9951,0.1369,3.922
1.219000,3.6099,-2.2114,0.0853,4.234
1.224000,3.8661,-2.4454,0.0741,4.575
1.240000,4.0939,-2.6348,0.1383,4.870
1.241000,4.3290,-2.7735,0.2607,5.148
1.242000,4.6789,-2.9544,0.3542,5.545
1.250000,5.1267,-3.1942,0.4003,6.054
1.251000,5.6309,-3.4301,0.4101,6.606
1.253000,6.2164,-3.6838,0.4037,7.237
1.258000,6.7597,-3.9477,0.4079,7.839
1.263000,7.2011,-4.2019,0.3649,8.345
1.268000,7.6274,-4.5286,0.1950,8.873
1.272000,7.9825,-4.9861,-0.0287,9.412
1.277000,7.9939,-5.4899,-0.2423,9.701
1.282000,7.9939,-5.9862,-0.3424,9.993
1.287000,7.9871,-6.4909,-0.3227,10.297
1.292000,7.7923,-6.9661,-0.2284,10.455
1.301000,7.5283,-7.3685,-0.1801,10.536
1.303000,7.2182,-7.6781,-0.1454,10.539
1.307000,6.8620,-7.8600,-0.1332,10.435
1.345000,6.4965,-7.9122,-0.1557,10.239
1.346000,6.1615,-7.8986,-0.2509,10.021
1.347000,5.8270,-7.8077,-0.3886,9.750
1.348000,5.4717,-7.6217,-0.5788,9.400
1.348000,5.1655,-7.3604,-0.8283,9.030
1.349000,4.9343,-7.0325,-1.0674,8.657
1.350000,4.6535,-6.6391,-1.3132,8.213
1.351000,4.3583,-6.2595,-1.4988,7.773
1.352000,4.0629,-5.9215,-1.5855,7.354
1.355000,3.8019,-5.6061,-1.6431,6.970
1.367000,3.6097,-5.4015,-1.6954,6.714
1.368000,3.4678,-5.2953,-1.7366,6.564
1.370000,3.2925,-5.2645,-1.7366,6.448
1.375000,3.0266,-5.2713,-1.5906,6.283
1.394000,2.6521,-5.2652,-1.1326,6.003
1.395000,2.2079,-5.1876,-0.3925,5.652
1.396000,1.7560,-5.0501,0.4352,5.364
1.397000,1.3807,-4.8943,1.1655,5.217
1.399000,1.1480,-4.7532,1.6961,5.176
1.404000,1.0298,-4.6367,2.0416,5.170
1.413000,0.9554,-4.5413,2.2582,5.161
1.414000,0.9229,-4.4778,2.3358,5.134
1.419000,0.8255,-4.4412,2.2259,5.036
1.425000,0.5964,-4.4282,1.9554,4.877
1.429000,0.2221,-4.4451,1.5662,4.718
1.434000,-0.2010,-4.5022,1.1404,4.649
1.438000,-0.6298,-4.5672,0.7441,4.670
1.450000,-1.0299,-4.5945,0.4706,4.732
1.451000,-1.3515,-4.5698,0.3405,4.778
1.454000,-1.5644,-4.5415,0.3424,4.816
1.458000,-1.6824,-4.5125,0.4142,4.834
1.474000,-1.7788,-4.4924,0.5217,4.860
1.474000,-1.9224,-4.4504,0.7141,4.900
1.475000,-2.1297,-4.3804,0.9585,4.964
1.484000,-2.3479,-4.3003,1.2012,5.045
1.485000,-2.5472,-4.2156,1.4107,5.123
1.487000,-2.7008,-4.1257,1.5606,5.172
1.492000,-2.7931,-4.0146,1.6460,5.160
1.497000,-2.8038,-3.8913,1.6331,5.067
1.502000,-2.7611,-3.7763,1.5284,4.921
1.507000,-2.7078,-3.6681,1.3535,4.756
1.511000,-2.6763,-3.5649,1.0986,4.591
1.517000,-2.6441,-3.4716,0.8069,4.438
1.522000,-2.5489,-3.3942,0.5297,4.278
1.533000,-2.3606,-3.3268,0.2980,4.090
1.535000,-2.0896,-3.2609,0.1027,3.874
1.538000,-1.7844,-3.1766,-0.0761,3.644
1.541000,-1.4865,-3.1014,-0.2321,3.447
1.568000,-1.1960,-3.0370,-0.3832,3.286
1.569000,-0.8898,-2.9811,-0.5475,3.159
1.569000,-0.5768,-2.9432,-0.7014,3.080
1.570000,-0.2901,-2.8980,-0.8205,3.026
1.570000,-0.0672,-2.8331,-0.9362,2.985
1.571000,0.1399,-2.7813,-1.0730,2.984
1.575000,0.3330,-2.7638,-1.2617,3.056
1.580000,0.5176,-2.8143,-1.5083,3.235
1.585000,0.6355,-2.9417,-1.8013,3.507
1.590000,0.6131,-3.0528,-2.0294,3.717
1.596000,0.5513,-3.0880,-2.1256,3.789
1.600000,0.6716,-3.1044,-2.0880,3.801
1.604000,1.0027,-3.1122,-1.9363,3.800
1.610000,1.4908,-3.0841,-1.7649,3.853
1.615000,2.1244,-3.0316,-1.6294,4.045
1.619000,2.8413,-2.9823,-1.5623,4.405
1.624000,3.5352,-2.9107,-1.5669,4.840
1.630000,4.1908,-2.8929,-1.6267,5.346
1.634000,4.7475,-2.9625,-1.7120,5.852
1.639000,5.1274,-2.9803,-1.7645,6.188
1.651000,5.4307,-2.8282,-1.7557,6.370
1.653000,5.8133,-2.5823,-1.6663,6.576
1.655000,6.2814,-2.3196,-1.5528,6.874
1.658000,6.7453,-2.0398,-1.4844,7.202
1.699000,7.1325,-1.7507,-1.4842,7.493
1.700000,7.3891,-1.4421,-1.5218,7.681
1.700000,7.5217,-1.1264,-1.5708,7.766
1.701000,7.6047,-0.8561,-1.5872,7.816
1.702000,7.6306,-0.6549,-1.5628,7.816
1.702000,7.4975,-0.4918,-1.5132,7.665
1.703000,7.2404,-0.3240,-1.4514,7.392
1.704000,6.8908,-0.1763,-1.3718,7.028
1.704000,6.4349,-0.0694,-1.2825,6.562
1.707000,5.9273,-0.0030,-1.2207,6.052
1.712000,5.4326,0.0351,-1.1970,5.563
1.717000,4.9677,0.0578,-1.1938,5.110
1.722000,4.5273,0.0737,-1.1819,4.680
1.727000,4.1049,0.0893,-1.1311,4.259
1.732000,3.7081,0.1081,-1.0376,3.852
1.736000,3.3558,0.1262,-0.9157,3.481
1.741000,3.0469,0.1445,-0.7846,3.150
1.756000,2.7746,0.1701,-0.6516,2.855
1.758000,2.5210,0.1950,-0.4992,2.577
1.759000,2.3012,0.2165,-0.3319,2.335
1.786000,2.1139,0.2434,-0.1527,2.133
1.787000,1.9374,0.2751,0.0101,1.957
1.787000,1.7767,0.3017,0.1383,1.807
1.788000,1.6405,0.3252,0.2511,1.691
1.788000,1.5233,0.3601,0.3495,1.604
1.788000,1.4122,0.3901,0.4093,1.521
1.790000,1.2960,0.4121,0.4323,1.427
1.796000,1.1749,0.4231,0.4308,1.321
1.799000,1.0606,0.4299,0.4216,1.220
1.804000,0.9515,0.4377,0.4003,1.121
1.809000,0.8382,0.4570,0.3920,1.032
1.814000,0.7483,0.4819,0.3800,0.968
1.819000,0.6873,0.5049,0.3498,0.922
1.824000,0.6338,0.5237,0.3066,0.877
1.829000,0.5735,0.5388,0.2621,0.829
1.834000,0.5078,0.5632,0.2277,0.792
1.839000,0.4485,0.5943,0.2082,0.773
1.844000,0.3923,0.6455,0.2055,0.783
1.858000,0.3498,0.7344,0.2255,0.844
1.858000,0.3301,0.8216,0.2533,0.921
1.860000,0.3279,0.8985,0.2843,0.998
1.904000,0.3071,0.9732,0.3171,1.069
1.904000,0.2600,1.0460,0.3681,1.139
1.904000,0.1860,1.1361,0.4567,1.238
1.905000,0.1074,1.2452,0.5971,1.385
1.905000,0.0476,1.3707,0.7797,1.578
1.905000,0.0092,1.5016,0.9773,1.792
1.906000,-0.0000,1.6307,1.1658,2.005
1.906000,0.0183,1.7472,1.3159,2.187
1.907000,0.0849,1.8561,1.4248,2.341
1.907000,0.1801,1.9572,1.4903,2.467
1.915000,0.2761,2.0341,1.5186,2.553
1.916000,0.3122,2.0912,1.5052,2.595
1.929000,0.2571,2.1198,1.4444,2.578
1.929000,0.1262,2.1349,1.3347,2.521
1.943000,-0.0355,2.1435,1.1980,2.456
1.944000,-0.1751,2.1252,1.0425,2.374
1.944000,-0.2896,2.0695,0.8767,2.266
1.954000,-0.3817,1.9870,0.7238,2.149
1.955000,-0.4720,1.8944,0.6110,2.046
1.956000,-0.5377,1.7990,0.5436,1.955
1.961000,-0.5572,1.7042,0.5095,1.864
1.991000,-0.5086,1.6102,0.5390,1.773
1.992000,-0.3976,1.5297,0.6848,1.722
1.993000,-0.2523,1.4720,0.9324,1.761
1.993000,-0.1048,1.4210,1.2512,1.896
1.993000,0.0605,1.3871,1.5738,2.099
1.994000,0.2568,1.3438,1.8448,2.297
1.999000,0.4314,1.2701,2.0221,2.427
2.000000,0.5049,1.1700,2.0892,2.447
2.005000,0.4858,1.0433,2.0533,2.354
2.009000,0.4170,0.8792,1.9271,2.159
2.014000,0.3403,0.6817,1.7674,1.925
2.019000,0.2185,0.4785,1.6229,1.706
2.024000,0.0571,0.2532,1.5645,1.586
2.030000,-0.0992,-0.0340,1.6736,1.677
2.034000,-0.2591,-0.3841,1.9046,1.960
2.039000,-0.3241,-0.7223,2.0707,2.217
2.044000,-0.1133,-1.0436,2.0250,2.281
2.049000,0.5000,-1.3583,1.7361,2.260
2.054000,1.3592,-1.5754,1.3167,2.462
2.059000,2.4375,-1.7236,0.8886,3.115
2.069000,3.6712,-1.7422,0.6689,4.118
2.071000,4.9233,-1.7048,0.8286,5.276
2.074000,5.8072,-1.7112,1.3491,6.203
2.078000,6.1839,-1.5581,2.0245,6.691
2.108000,6.3085,-1.4543,2.5829,6.970
2.109000,6.6256,-1.0509,2.9577,7.332
2.110000,7.4604,-0.4466,2.7792,7.974
2.111000,7.9939,-0.0623,1.9310,8.224
2.111000,7.9939,-0.0323,0.4120,8.005
2.112000,7.9939,-0.1326,-1.2798,8.097
2.112000,7.9939,0.0202,-2.4364,8.357
2.117000,7.9939,0.3284,-2.9653,8.533
2.122000,7.9939,0.3691,-3.1335,8.594
2.126000,7.9939,-0.0137,-3.0427,8.553
2.131000,7.9939,-0.8094,-2.6554,8.462
2.136000,7.9939,-1.8403,-1.9813,8.439
2.141000,7.9939,-2.9041,-1.1650,8.585
2.146000,7.9939,-3.8823,-0.4377,8.898
2.151000,7.9939,-4.6953,0.1139,9.272
2.156000,7.5071,-5.3070,0.4340,9.204
2.160000,7.1811,-5.7194,0.5068,9.194
